sample_idx,step,position,accept_length,tokens_this_step,accept_depth,accepted_topk_indices,full_winning_path,block_start_entropy,entropy_smoothed_w4,entropy_smoothed_w16,entropy_smoothed_w32,accepted_text
0,12,86,1,2,1,"(0,)","(0, 0, 0, 1)",3.761807441711426,2.145922944383779,1.8127320574919863,1.776092559838347,Concern
0,13,88,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.00021007773466408253,1.5997632832727287,1.6222984511883427,1.6214392912198763,ed\n	*
0,14,92,4,5,4,"(0, 0, 0, 1)","(0, 0, 0, 1)",3.258740186691284,2.020124996492138,1.7872124375820553,1.7564838839198766,Empathetic\n	
0,15,97,0,1,0,(),"(0, 0, 0, 1)",0.0004214353393763304,1.5100872035845267,1.6137849625863376,1.6187023846970332,*
0,16,98,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.8963265419006348,2.1111653103255184,1.8279293996100037,1.7893495315352297,Inspirational\n
0,17,103,1,2,1,"(0,)","(0, 0, 0, 1)",0.5598093271255493,1.721127393818926,1.712569278565223,1.7010831899141583,	*
0,18,105,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.7505946159362793,2.2306485989868894,1.8928351576935099,1.8424816742270447,Encouraging\n
0,19,110,1,2,1,"(0,)","(0, 0, 0, 1)",0.5335890054702759,1.8050339864671285,1.7756492627147065,1.7554636258211933,	*
0,20,112,4,5,4,"(0, 0, 0, 1)","(0, 0, 0, 1)",3.817544460296631,2.309361101049673,1.9476111020277083,1.8878896141108987,Motivational\n	
0,21,117,0,1,0,(),"(0, 0, 0, 1)",0.0015099658630788326,1.731367288007716,1.78720033552097,1.770613625584507,*
0,22,118,3,4,3,"(0, 0, 1)","(0, 0, 1)",4.038244247436523,2.308859128232037,1.9691214458824384,1.9073636461478165,Patient\n	
0,23,122,0,1,0,(),"(0, 0, 0, 1)",0.0006889163050800562,1.7312369942393278,1.8129013299856889,1.7956276751699,*
0,24,123,3,4,3,"(0, 6, 0)","(0, 6, 0)",3.429807186126709,2.15619934484809,1.939095368810315,1.8888450055626076,Calm\n	
0,25,127,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.0009736595675349236,1.617088645355354,1.7901471593706635,1.7838642081344045,* Warm\n	
0,26,132,0,1,0,(),"(0, 0, 0, 1)",0.0020959239918738604,1.2131694837329616,1.6546763952267336,1.6871396125842795,*
0,27,133,3,4,3,"(0, 0, 1)","(0, 0, 1)",4.1969804763793945,1.9593591316403236,1.8447712224867263,1.820320247650025,Casual\n	
0,28,137,0,1,0,(),"(0, 0, 0, 1)",0.0022562723606824875,1.46996688790068,1.7086717883206952,1.7259071009527225,*
0,29,138,3,4,3,"(0, 0, 1)","(0, 0, 1)",3.9291939735412598,2.0848834723997647,1.8708498157936977,1.8380068135657168,Playful\n	
0,30,142,0,1,0,(),"(0, 0, 0, 1)",0.001781896804459393,1.5640383182887314,1.7357638609703279,1.7463810926403207,*
0,31,143,2,3,2,"(1, 1)","(1, 1)",4.189892292022705,2.2205677616973722,1.9114178431316187,1.8660775548802588,Lighthearted
0,32,146,2,3,2,"(1, 0)","(1, 0, 1)",0.01527363434433937,1.6692026903899613,1.7769220574874314,1.7769950346650785,\n	*
0,33,149,3,4,3,"(0, 1, 0)","(0, 1, 0)",4.113441467285156,2.280296914180892,1.9412685466941841,1.8875854372885488,Dark\n	*
0,34,153,3,4,3,"(1, 0, 1)","(1, 0, 1)",3.089414596557617,2.4825849074099104,2.0213989582619862,1.9435709003990398,Ironic\n	
0,35,157,1,2,1,"(1,)","(1, 0, 1)",0.005653758533298969,1.8633324380094005,1.8817361206915968,1.854659181265071,* S
0,36,159,0,1,0,(),"(0, 0, 0, 1)",1.152755618095398,1.6856839982773286,1.8315684438450675,1.8229201597758533,ard
0,37,160,3,4,3,"(0, 1, 0)","(0, 1, 0)",6.762579141650349e-05,1.26427237100133,1.7063179228352803,1.7416290294863397,onic\n	*
0,38,164,2,3,2,"(6, 0)","(6, 0)",3.743730306625366,1.8841451666454174,1.844834658095403,1.8297379944150858,Cynical
0,39,167,2,3,2,"(1, 0)","(1, 0, 1)",0.016009856015443802,1.4171066421752287,1.721177539565702,1.7509245224995162,\n	*
0,40,170,3,4,3,"(1, 0, 0)","(1, 0, 0)",3.2302651405334473,1.870399685699855,1.8226960996272894,1.8144325267872834,Optimistic\n
0,41,174,2,3,2,"(0, 3)","(0, 3, 0)",0.6530201435089111,1.566053078515359,1.7443839292215526,1.7651487936661507,	* P
0,42,177,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.0026930852327495813,1.1752114220013488,1.628291053472734,1.691187408813075,essimistic\n	
0,43,182,0,1,0,(),"(0, 0, 0, 1)",0.005761140026152134,0.882847921216714,1.5205884155606861,1.621208383895446,*
0,44,183,3,4,3,"(0, 0, 1)","(0, 0, 1)",4.0452680587768555,1.6734548423702427,1.687527621624807,1.7208323772835126,Realistic\n	
0,45,187,0,1,0,(),"(0, 0, 0, 1)",0.0047674840316176414,1.2562822561066884,1.5766602612890364,1.6509933248477742,*
0,46,188,3,4,3,"(0, 1, 0)","(0, 1, 0)",2.680723190307617,1.6123929676971174,1.6491552601835497,1.6925082566295404,Idealistic\n
0,47,192,1,2,1,"(0,)","(0, 0, 0, 1)",0.7000279426574707,1.3843014817960535,1.5870300869145395,1.6528546033668585,2.
0,48,194,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",1.0530909299850464,1.3014987813193517,1.5521840459433733,1.6290983648424662,Voice:\n	
0,49,199,0,1,0,(),"(0, 0, 0, 1)",0.0006042253808118403,0.9762749581534226,1.4512034702813255,1.5651295363211202,*
0,50,200,2,3,2,"(0, 6)","(0, 6, 0)",2.501408100128174,1.3575584055939154,1.5193772795498144,1.6016144566905972,1st
0,51,203,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.6772129535675049,1.1874719884052758,1.4648400579217877,1.565868251711583,person\n	*
0,52,207,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.0011521350825205445,0.8908919542165901,1.370267540579302,1.505806987014992,2nd person\n
0,53,212,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.000417273782659322,0.6682732442175701,1.2819446885015457,1.448432307544378,	* 3
0,54,216,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.0015869683120399714,0.5016016528420619,1.1995548087293448,1.3936647813673095,rd person\n	*
0,55,221,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",2.6982421875,1.0507618418580975,1.2958160101673102,1.4427230955820423,Omniscient\n	
0,56,226,0,1,0,(),"(0, 0, 0, 1)",0.0005652833497151732,0.7882126823836466,1.2127653202789896,1.3888335586765288,*
0,57,227,3,4,3,"(0, 1, 0)","(0, 1, 0)",0.09657716006040573,0.6153037919995746,1.141311724825996,1.3408390288801908,Limited\n	*
0,58,231,3,4,3,"(0, 0, 1)","(0, 0, 1)",3.6159508228302,1.3654655816056736,1.299487791745314,1.4248421183052047,Objective\n	
0,59,235,0,1,0,(),"(0, 0, 0, 1)",0.000906279543414712,1.0243257452106265,1.21660156700845,1.372563233948042,*
0,60,236,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.00295165553689003,0.7689822166847141,1.1392391392760026,1.3225521082038274,Subjective\n	*
0,61,241,2,3,2,"(3, 0)","(3, 0)",3.9266154766082764,1.558390545826804,1.3166958848263237,1.4171410297801463,Detached\n
0,62,244,1,2,1,"(0,)","(0, 0, 0, 1)",0.0027727431152015924,1.1694860899164843,1.2331429996746275,1.366025440048094,	*
0,63,246,2,3,2,"(2, 1)","(2, 1)",0.9988631010055542,1.126830342258326,1.2182612764079128,1.3528206843249289,Involved
0,64,249,2,3,2,"(0, 0)","(0, 0, 0, 1)",0.0024253767915070057,0.8457290987642421,1.1411087919629053,1.3044824750511947,\n	*
0,65,252,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",4.0218682289123535,1.6397638858082217,1.3237365618573724,1.4013127747975767,Neutral\n	
0,66,257,0,1,0,(),"(0, 0, 0, 1)",0.00013043957005720586,1.2298555225036967,1.23990071316844,1.3516014871305932,*
0,67,258,0,1,0,(),"(0, 0, 0, 1)",2.6088905334472656,1.57461427634032,1.3265384320891218,1.3960199086874443,Bi
0,68,259,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.0006171966670081019,1.1811150054797315,1.2426922388989772,1.3469223626211257,ased\n	*
0,69,263,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.4284512996673584,1.7429490800356504,1.3808096119445672,1.4198743264869023,Sympathetic\n	
0,70,268,1,2,1,"(7,)","(7, 0)",4.748137143906206e-05,1.3072236797826997,1.293619852979153,1.3703014755407312,* S
0,71,270,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",1.3294339179992676,1.312776239342451,1.2958799116604482,1.3688798063925711,keptical\n	
0,72,275,0,1,0,(),"(0, 0, 0, 1)",7.078591443132609e-05,0.9845998757368011,1.214156908732606,1.3214305702429165,*
0,73,276,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.035888910293579,1.4974221346674028,1.328983249374531,1.3806593631308195,Curious\n	*
0,74,281,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.3550894260406494,1.9618389577086404,1.4566237531668176,1.4486451827614903,Confident\n	*
0,75,286,3,4,3,"(0, 1, 0)","(0, 1, 0)",2.709280014038086,2.148699221850729,1.5354992351758678,1.4919150599131594,Doubtful\n
0,76,290,1,2,1,"(0,)","(0, 0, 0, 1)",0.055421702563762665,1.6253798419035335,1.4423472761627654,1.44276013231729,	*
0,77,292,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.9962005615234375,2.218085021915075,1.6030094473721381,1.5298769076248147,Hopeful\n	*
0,78,297,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",2.924593448638916,2.3947121286198527,1.6861158648997758,1.577324971308141,Fearful\n	
0,79,302,3,4,3,"(0, 5, 0)","(0, 5, 0)",0.0001328554644715041,1.7960673102704636,1.5801352905286081,1.5238173226063985,* Anxious
0,80,306,2,3,2,"(0, 0)","(0, 0, 0, 1)",0.002512856386601925,1.3476786967654875,1.4810019108497865,1.4723434507453164,\n	*
0,81,309,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.791459798812866,1.9586239723120877,1.6261356806147735,1.5506092237661961,Relaxed\n	
0,82,314,2,3,2,"(3, 0)","(3, 0)",6.318003579508513e-05,1.4689837742221235,1.5240245464866573,1.4984116339505227,* Exc
0,83,317,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.01791662722826004,1.106216987462049,1.4294747326001314,1.4486922654028325,ited\n	*
0,84,321,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",2.645832061767578,1.4911207560476691,1.5058135146681195,1.488802160349671,Bored\n	*
0,85,326,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.7427830696105957,2.054036334448533,1.6461695693579694,1.564151379708783,Frustrated\n	
0,86,331,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.00012181543570477515,1.540557704688394,1.5429153935038338,1.5119805177098409,* Angry\n	
0,87,336,0,1,0,(),"(0, 0, 0, 1)",0.00011440771777415648,1.1554468804418399,1.4461598496094759,1.4616556755568129,*
0,88,337,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.3197669982910156,1.6965269099082427,1.5636364758504735,1.5233801280036001,Disappointed\n
0,89,342,1,2,1,"(0,)","(0, 0, 0, 1)",0.4496631622314453,1.384810972987268,1.493803503143582,1.4877824983045893,	*
0,90,344,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.5112009048461914,1.9164084559542696,1.6202467027616194,1.5547387303674127,Surprised\n	
0,91,349,1,2,1,"(6,)","(6, 0)",0.00012716582568828017,1.4373381334205895,1.5187213568742914,1.5033901366743914,* Ind
0,92,351,3,4,3,"(1, 0, 0)","(1, 0, 0)",0.6406745910644531,1.238172247831077,1.4637073516081023,1.4749453952761082,ignant\n	
0,93,355,0,1,0,(),"(0, 0, 0, 1)",0.0001307296915911138,0.9286618682956478,1.3720211929118382,1.4264025798588265,*
0,94,356,0,1,0,(),"(0, 0, 0, 1)",3.7012298107147217,1.6218038539013528,1.517913910851404,1.5011530006023934,Am
0,95,357,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.00847612414509058,1.2184719214618784,1.4233813748586295,1.4521827357351105,used\n	*
0,96,361,2,3,2,"(1, 2)","(1, 2)",3.443693161010742,1.7747772313495174,1.5498925983475564,1.5174166678418433,Enthus
0,97,364,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.0004111706803087145,1.3311857161819622,1.4528762169671365,1.4678003457146076,iastic\n	*
0,98,369,0,1,0,(),"(0, 0, 0, 1)",3.674225091934204,1.9169455601202734,1.5919440734016908,1.5398603584935113,Dis
0,99,370,3,4,3,"(0, 1, 0)","(0, 1, 0)",2.0310721397399902,1.9454772050252118,1.6194328571404901,1.5558803552272977,illusioned\n
0,100,374,2,3,2,"(0, 2)","(0, 2, 1)",0.6788749694824219,1.6288266461394383,1.5605610919235506,1.5273173253287038,	* Dis
0,101,377,3,4,3,"(1, 0, 0)","(1, 0, 0)",1.5279452800750732,1.6036063046233424,1.5585197789344873,1.527337750136712,heartened\n	
0,102,381,0,1,0,(),"(0, 0, 0, 1)",0.00016802574100438505,1.2027467349027037,1.4609962768143947,1.4777284422710797,*
0,103,382,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.5014615058898926,1.7774254276495591,1.5886806461314997,1.5433872956222443,Encouraged\n
0,104,387,2,3,2,"(0, 5)","(0, 5, 0)",0.3669193983078003,1.4247989203140927,1.5122334023960429,1.5052630090303565,	* De
0,105,390,3,4,3,"(0, 0, 1)","(0, 0, 1)",1.1039711236953735,1.3445919711594083,1.4866897051737111,1.4922738692482695,feated\n3
0,106,394,0,1,0,(),"(0, 0, 0, 1)",5.816028715344146e-05,1.0084585184413302,1.3936820272951052,1.4440273244931074,.
0,107,395,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",1.1932587623596191,1.0546585794209036,1.3811437935370878,1.4359282017663986,Register:\n	*
0,108,400,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",2.6978816986083984,1.4654643592177872,1.4635124615606256,1.4766431311375874,Slang\n	*
0,109,405,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.5886170864105225,1.2462525410159673,1.4087863113461916,1.4480213840391192,Jargon\n	
0,110,410,0,1,0,(),"(0, 0, 0, 1)",3.1679708627052605e-05,0.9346973256891279,1.320670934460459,1.4013973138176778,*
0,111,411,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",2.624721050262451,1.357203256832463,1.4022332599986924,1.440749973330558,Colloquial\n
0,112,416,1,2,1,"(0,)","(0, 0, 0, 1)",3.5782199120149016e-05,1.0179113881741249,1.3145362499743733,1.3944466947765952,	*
0,113,418,3,4,3,"(2, 0, 0)","(2, 0, 0)",2.1732594966888428,1.306748415302806,1.368240708831279,1.4194548136166703,Literary\n	
0,114,422,0,1,0,(),"(0, 0, 0, 1)",3.63280632882379e-05,0.9800703934929252,1.2826767683150087,1.3739156739199783,*
0,115,423,2,3,2,"(3, 0)","(3, 0)",2.869900703430176,1.4525279709772394,1.3819339097310992,1.4218713496870508,Poetic\n
0,116,426,3,4,3,"(0, 6, 0)","(0, 6, 0)",0.0006595070590265095,1.0895608549976854,1.295558862513656,1.3763493244803136,	* Technical
0,117,430,3,4,3,"(0, 0, 4)","(0, 0, 4)",0.0031127375550568104,0.8179488256370276,1.2147411582487009,1.3323982679863162,\n	* Inform
0,118,434,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.09334669262170792,0.6367982923831975,1.1446216133988143,1.2927717991855225,al\n	*
0,119,438,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.07929632812738419,0.49742280131924405,1.0780099358777648,1.2539916467855032,Formal\n	*
0,120,443,0,1,0,(),"(0, 0, 0, 1)",4.236389636993408,1.4321645102377858,1.2754888433405345,1.349235459054938,V
0,121,444,0,1,0,(),"(0, 0, 0, 1)",0.12867633998394012,1.1062924676743242,1.2037857699983256,1.3102832164420608,ul
0,122,445,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.005172130651772022,0.831012383418686,1.1288456763184354,1.2686602439728503,gar\n	*
0,123,449,0,1,0,(),"(0, 0, 0, 1)",2.875016927719116,1.3420135194937939,1.238017901184718,1.3198577430930483,Pol
0,124,450,3,4,3,"(0, 0, 0)","(0, 0, 0, 1)",0.09968215227127075,1.031430677688163,1.1668495967759427,1.2809927021490664,ite\n	*
0,125,454,3,4,3,"(1, 0, 0)","(1, 0, 0)",3.806788921356201,1.7252702386051728,1.3318943314568086,1.3613959766354247,Ironic\n	
0,126,458,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.00016138437786139548,1.293993025048345,1.2486380729881867,1.318089250601081,* Humorous\n	
0,127,463,0,1,0,(),"(0, 0, 0, 1)",8.848855213727802e-05,0.9705168909242929,1.1705835532393374,1.2761816271047166,*
0,128,464,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",2.1059722900390625,1.2543807407029854,1.2290595160982702,1.3025515403230434,Serious\n	*
0,129,469,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.4997825622558594,1.815731196091204,1.3710119475027203,1.3723404157344392,Sarcastic\n	
0,130,474,0,1,0,(),"(0, 0, 0, 1)",0.00018558924784883857,1.361844794380365,1.2853170530830371,1.3287800808337376,*
0,131,475,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.7243666648864746,1.9524752620068924,1.4377880903999327,1.4047925144680924,Ironic\n	*
0,132,480,3,4,3,"(1, 0, 0)","(1, 0, 0)",3.8447842597961426,2.425552511454205,1.588253509937514,1.4821767729371387,Witty\n
0,133,484,2,3,2,"(0, 3)","(0, 3, 0)",0.14859741926193237,1.8563137384061368,1.4982592148561102,1.4399020037002666,	* D
0,134,487,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",1.2606594562530518,1.7074001678678656,1.4834067869642347,1.4342225311794863,ramatic\n	*
0,135,492,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.9919044971466064,2.278526250187551,1.640212073738997,1.5152298282929475,Casual\n	*
0,136,497,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.0119218826293945,2.461875158298012,1.725956332462108,1.5626132864145403,Formal\n	*
0,137,502,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",4.4005961418151855,2.9465554041773054,1.8931439795252563,1.652423673642926,Playful\n	*
0,138,507,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",3.750278949737549,3.1474862905673664,2.0092296649621004,1.7187858229322082,Serious\n	*
0,139,512,3,4,3,"(1, 0, 0)","(1, 0, 0)",3.9588308334350586,3.3503224262842894,2.1310942543013662,1.7896187546605768,Ironic\n	
0,140,516,0,1,0,(),"(0, 0, 0, 1)",0.0006477934075519443,2.512903768065105,1.9979264791892888,1.7330703210693692,*
0,141,517,3,4,3,"(2, 0, 0)","(2, 0, 0)",3.627256393432617,2.791491924406983,2.0997702612490534,1.7929230335491684,Ironic\n	
0,142,521,3,4,3,"(2, 0, 0)","(2, 0, 0)",0.000380609038984403,2.0937140955649833,1.9685455282125024,1.736301779712873,* Ironic\n
0,143,525,1,2,1,"(0,)","(0, 0, 0, 1)",0.3952309489250183,1.669093308904992,1.8702043180328352,1.6939554893872921,	*
0,144,527,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.564903974533081,1.3930459753120141,1.7886160083412512,1.658315657346059,Ironic\n	*
0,145,532,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.42175525426864624,1.1502232950511722,1.7031803017252538,1.6192945187769772,Ironic\n	*
0,146,537,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.2747807502746582,0.9313626588570436,1.6138985605138219,1.5768797700815242,Ironic\n	*
0,147,542,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.19154882431030273,0.7464092002203584,1.524995382741574,1.5331903363168096,Ironic\n	*
0,148,547,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.14155608415603638,0.5951959212042779,1.4385246643677392,1.4893147143092542,Ironic\n	*
0,149,552,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.10737225413322449,0.47324000443651454,1.355322440846363,1.4457567710120764,Ironic\n	*
0,150,557,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.09695584326982498,0.37916896414484214,1.276669921952256,1.4032548759934638,Ironic\n	*
0,151,562,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.07507830113172531,0.30314629839156293,1.2015663218778088,1.3614137875625096,Ironic\n	*
0,152,567,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.0557706281542778,0.24130238083224165,1.1299504045149076,1.3202929509302095,Ironic\n	*
0,153,572,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.04680446907877922,0.19267790289387604,1.0622505164344374,1.2801946281158227,Ironic\n	*
0,154,577,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.04235311225056648,0.15509670523304864,0.9985040446149136,1.2412279558926491,Ironic\n	*
0,155,582,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.037226349115371704,0.1256291162036294,0.9384216402530825,1.2033352457955773,Ironic\n	*
0,156,587,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.03371947631239891,0.10265170623082179,0.8818755065046207,1.1665329188535178,Ironic\n	*
0,157,592,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.028427306562662125,0.08409560631378188,0.8285330054649783,1.1307297777902086,Ironic\n	*
0,158,597,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.024129724130034447,0.06910413576784502,0.7782560432593,1.095925013796644,Ironic\n	*
0,159,602,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.02188640832901001,0.05729970390813627,0.7309813921434282,1.0621511935308223,Ironic\n	*
0,160,607,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.020162247121334076,0.04801533971143572,0.6865538309085101,1.0293916037241655,Ironic\n	*
0,161,612,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.01998141221702099,0.041006857837832034,0.6448918550016691,0.9976622850505037,Ironic\n	*
0,162,617,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.01745493710041046,0.03511887765347664,0.6056759889158956,0.9668565682010689,Ironic\n	*
0,163,622,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.01441301591694355,0.029942412219343368,0.5687211177817365,0.9369287249710633,Ironic\n	*
0,164,627,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.012538271956145763,0.025591377153543968,0.5339588650799074,0.9078873710461096,Ironic\n	*
0,165,632,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.012663839384913445,0.022359492711386337,0.5013772011957378,0.8797670366930068,Ironic\n	*
0,166,637,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.012381929904222488,0.019865102009595376,0.47081435936227706,0.8525255497773417,Ironic\n	*
0,167,642,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.010601452551782131,0.017549189645142065,0.442050490317148,0.8260878389610562,Ironic\n	*
0,168,647,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.009681305848062038,0.015582218695872058,0.4150269209649119,0.8004553031636374,Ironic\n	*
0,169,652,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.009372210130095482,0.014029716554427914,0.38967306586438905,0.7756214869192498,Ironic\n	*
0,170,657,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.009062418714165688,0.012787892094362357,0.3658845171904015,0.7515609537974256,Ironic\n	*
0,171,662,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.008048245683312416,0.01160298049159987,0.3435194124438949,0.7282270064237459,Ironic\n	*
0,172,667,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.007780128624290228,0.01064726752477246,0.32253541009388753,0.7056199584349991,Ironic\n	*
0,173,672,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.007736889645457268,0.009919673054943661,0.30286024139750284,0.6837237737905075,Ironic\n	*
0,174,677,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.006850698031485081,0.009152429299079015,0.28435941470575293,0.6624894382259657,Ironic\n	*
0,175,682,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.00599993672221899,0.008364306154864009,0.26696174435996306,0.6418970565465977,Ironic\n	*
0,176,687,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.005890329368412495,0.00774581195825113,0.25064460245513226,0.6219495088785381,Ironic\n	*
0,177,692,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.005221619736403227,0.007114763902789155,0.23530550875035913,0.6026088173652956,Ironic\n	*
0,178,697,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.005120246671140194,0.006616134594876914,0.22091879157104435,0.5838735382190335,Ironic\n	*
0,179,702,4,5,4,"(0, 0, 0, 0)","(0, 0, 0, 0)",0.004626039881259203,0.0061186109164724865,0.2074003727600387,0.5657121772890271,Ironic\n	*
